4000,96.47
3999,96.47
3998,96.47
3997,96.46
3996,96.46
3995,96.46
3994,96.47
3993,96.47
3992,96.47
3991,96.47
3990,96.47
3989,96.47
3988,96.47
3987,96.47
3986,96.48
3985,96.48
3984,96.48
3983,96.48
3982,96.48
3981,96.48
3980,96.48
3979,96.48
3978,96.48
3977,96.48
3976,96.48
3975,96.48
3974,96.48
3973,96.48
3972,96.49
3971,96.49
3970,96.49
3969,96.49
3968,96.49
3967,96.5
3966,96.5
3965,96.5
3964,96.5
3963,96.5
3962,96.5
3961,96.5
3960,96.5
3959,96.5
3958,96.51
3957,96.51
3956,96.51
3955,96.51
3954,96.51
3953,96.5
3952,96.5
3951,96.5
3950,96.5
3949,96.5
3948,96.5
3947,96.5
3946,96.49
3945,96.49
3944,96.49
3943,96.5
3942,96.5
3941,96.51
3940,96.51
3939,96.52
3938,96.53
3937,96.53
3936,96.53
3935,96.53
3934,96.52
3933,96.52
3932,96.51
3931,96.51
3930,96.51
3929,96.52
3928,96.52
3927,96.52
3926,96.52
3925,96.52
3924,96.52
3923,96.52
3922,96.52
3921,96.52
3920,96.52
3919,96.52
3918,96.52
3917,96.52
3916,96.53
3915,96.53
3914,96.54
3913,96.55
3912,96.56
3911,96.56
3910,96.56
3909,96.56
3908,96.54
3907,96.53
3906,96.52
3905,96.52
3904,96.51
3903,96.5
3902,96.48
3901,96.47
3900,96.48
3899,96.5
3898,96.52
3897,96.53
3896,96.55
3895,96.55
3894,96.56
3893,96.56
3892,96.57
3891,96.57
3890,96.57
3889,96.56
3888,96.54
3887,96.55
3886,96.56
3885,96.56
3884,96.55
3883,96.53
3882,96.53
3881,96.55
3880,96.57
3879,96.58
3878,96.58
3877,96.57
3876,96.58
3875,96.59
3874,96.59
3873,96.58
3872,96.56
3871,96.56
3870,96.57
3869,96.58
3868,96.57
3867,96.56
3866,96.57
3865,96.58
3864,96.59
3863,96.59
3862,96.59
3861,96.6
3860,96.61
3859,96.62
3858,96.61
3857,96.58
3856,96.57
3855,96.59
3854,96.6
3853,96.58
3852,96.57
3851,96.57
3850,96.59
3849,96.61
3848,96.64
3847,96.65
3846,96.65
3845,96.65
3844,96.65
3843,96.64
3842,96.63
3841,96.61
3840,96.6
3839,96.6
3838,96.6
3837,96.61
3836,96.61
3835,96.62
3834,96.62
3833,96.64
3832,96.65
3831,96.67
3830,96.67
3829,96.67
3828,96.68
3827,96.69
3826,96.69
3825,96.69
3824,96.67
3823,96.66
3822,96.66
3821,96.67
3820,96.66
3819,96.65
3818,96.64
3817,96.66
3816,96.69
3815,96.7
3814,96.7
3813,96.7
3812,96.72
3811,96.73
3810,96.73
3809,96.73
3808,96.74
3807,96.74
3806,96.74
3805,96.72
3804,96.69
3803,96.69
3802,96.71
3801,96.72
3800,96.71
3799,96.7
3798,96.7
3797,96.72
3796,96.74
3795,96.75
3794,96.76
3793,96.77
3792,96.78
3791,96.79
3790,96.8
3789,96.8
3788,96.8
3787,96.8
3786,96.8
3785,96.8
3784,96.8
3783,96.79
3782,96.79
3781,96.79
3780,96.8
3779,96.8
3778,96.8
3777,96.8
3776,96.81
3775,96.82
3774,96.82
3773,96.82
3772,96.82
3771,96.82
3770,96.83
3769,96.82
3768,96.81
3767,96.81
3766,96.82
3765,96.83
3764,96.83
3763,96.83
3762,96.82
3761,96.83
3760,96.83
3759,96.83
3758,96.83
3757,96.83
3756,96.83
3755,96.82
3754,96.82
3753,96.83
3752,96.84
3751,96.83
3750,96.82
3749,96.81
3748,96.8
3747,96.77
3746,96.77
3745,96.8
3744,96.82
3743,96.82
3742,96.81
3741,96.82
3740,96.82
3739,96.82
3738,96.81
3737,96.8
3736,96.8
3735,96.8
3734,96.8
3733,96.81
3732,96.83
3731,96.85
3730,96.85
3729,96.85
3728,96.86
3727,96.87
3726,96.88
3725,96.88
3724,96.87
3723,96.88
3722,96.88
3721,96.89
3720,96.9
3719,96.91
3718,96.92
3717,96.93
3716,96.93
3715,96.93
3714,96.92
3713,96.92
3712,96.9
3711,96.88
3710,96.87
3709,96.88
3708,96.89
3707,96.91
3706,96.93
3705,96.93
3704,96.93
3703,96.94
3702,96.94
3701,96.94
3700,96.93
3699,96.93
3698,96.93
3697,96.94
3696,96.94
3695,96.94
3694,96.93
3693,96.92
3692,96.91
3691,96.91
3690,96.9
3689,96.9
3688,96.9
3687,96.9
3686,96.9
3685,96.9
3684,96.91
3683,96.92
3682,96.91
3681,96.89
3680,96.87
3679,96.83
3678,96.78
3677,96.76
3676,96.76
3675,96.76
3674,96.76
3673,96.75
3672,96.76
3671,96.78
3670,96.79
3669,96.8
3668,96.8
3667,96.8
3666,96.82
3665,96.83
3664,96.84
3663,96.84
3662,96.84
3661,96.83
3660,96.82
3659,96.81
3658,96.81
3657,96.8
3656,96.8
3655,96.78
3654,96.76
3653,96.73
3652,96.72
3651,96.72
3650,96.71
3649,96.67
3648,96.64
3647,96.64
3646,96.65
3645,96.67
3644,96.68
3643,96.7
3642,96.71
3641,96.71
3640,96.71
3639,96.71
3638,96.7
3637,96.69
3636,96.68
3635,96.67
3634,96.66
3633,96.65
3632,96.63
3631,96.61
3630,96.6
3629,96.58
3628,96.56
3627,96.55
3626,96.55
3625,96.56
3624,96.57
3623,96.57
3622,96.57
3621,96.55
3620,96.54
3619,96.52
3618,96.5
3617,96.48
3616,96.47
3615,96.47
3614,96.47
3613,96.47
3612,96.46
3611,96.44
3610,96.43
3609,96.41
3608,96.4
3607,96.38
3606,96.38
3605,96.38
3604,96.39
3603,96.39
3602,96.38
3601,96.37
3600,96.36
3599,96.34
3598,96.33
3597,96.31
3596,96.3
3595,96.28
3594,96.27
3593,96.27
